,testGroup,device,operatingSystem,userAgentClass,browser,browserVersion,screenWidth,screenHeight,users,sessions,pis,accPis,greenLcpPis,yellowLcpPis,redLcpPis,addToCartEvents,conversions,browserGrouped,osGrouped
15175,A,Mobile,Android,Browser,Chrome,117,1281,721,2,3,3,1,0,0,1,0,0,Chrome,Android
15176,B,Mobile,Android,Browser,SamsungBrowser,19.0,1080,2409,3,3,3,0,0,0,0,0,0,SamsungBrowser,Android
15177,A,Desktop,Windows NT,Browser,Chrome,117,1564,844,1,2,3,1,1,0,1,0,0,Chrome,Windows NT
15178,A,Mobile,Android,Browser,Chrome,86.0.4240.114,1081,1921,1,1,3,0,0,0,2,0,0,Chrome,Android
15179,A,Desktop,Windows NT,Browser,Chrome,117,906,512,1,1,3,0,1,0,1,0,0,Chrome,Windows NT
15180,A,Mobile,iOS,Browser,Chrome iOS,109.0.5414.112,750,1334,1,1,3,0,0,0,0,0,0,Chrome iOS,iOS
15181,B,Desktop,Windows NT,Browser,Chrome,117,3360,2100,2,2,3,0,0,0,0,0,0,Chrome,Windows NT
15182,A,Desktop,Mac OS,Browser,Chrome,106,2560,1440,1,1,3,1,2,1,0,1,0,Chrome,Mac OS
15183,B,Mobile,Android,Browser Webview,Chrome Webview,113.0.5672.162,1081,2402,3,3,3,0,1,0,2,0,0,Chrome Webview,Android
15184,A,Mobile,Android,Browser,SamsungBrowser,8.3,1081,2341,1,1,3,1,0,0,0,0,0,SamsungBrowser,Android
15185,A,Desktop,Windows NT,Browser,Edge,116,2257,1505,1,2,3,0,0,0,3,0,0,Edge,Windows NT
15186,B,Mobile,Android,Browser Webview,Chrome Webview,46.0.2490.76,720,1280,2,3,3,0,0,0,0,0,0,Chrome Webview,Android
15187,B,Desktop,Mac OS,Browser,Firefox,102.0,3584,2240,1,1,3,0,0,0,0,0,0,Firefox,Mac OS
15188,A,Desktop,Chrome OS,Browser,Chrome,117,2000,1200,2,2,3,0,0,0,2,0,0,Chrome,Other
15189,B,Mobile,Android,Browser,Chrome,98.0.4758.101,1080,2161,2,2,3,0,0,0,1,0,0,Chrome,Android
15190,B,Desktop,Windows NT,Browser,Edge,115,1229,691,1,1,3,0,0,1,2,0,0,Edge,Windows NT
15191,B,Mobile,Android,Browser,Chrome,115,649,1440,3,3,3,0,0,1,1,0,0,Chrome,Android
15192,A,Desktop,Windows NT,Browser,Chrome,117,2737,1826,1,2,3,2,3,0,0,0,0,Chrome,Windows NT
15193,B,Mobile,Android,Browser,Firefox,118.0,720,1440,2,2,3,0,0,0,0,0,0,Firefox,Android
15194,A,Mobile,Android,Browser,Huawei Browser,14.0.0.322,1080,2313,1,1,3,2,1,2,0,0,0,Other,Android
15195,B,Desktop,Mac OS,Browser,Safari,14.1,4480,2520,3,3,3,0,0,0,0,0,0,Safari,Mac OS
15196,A,Tablet,Android,Browser,SamsungBrowser,20.0,1200,2001,2,2,3,1,0,2,1,0,0,SamsungBrowser,Android
15197,A,Mobile,Android,Browser,Chrome,115,840,2289,2,2,3,3,3,0,0,0,0,Chrome,Android
15198,A,Mobile,Android,Browser,Chrome,88.0.4324.93,1081,2341,3,3,3,1,1,0,1,0,0,Chrome,Android
15199,B,Mobile,Android,Browser,Chrome,117,1587,3343,1,1,3,0,2,0,0,0,0,Chrome,Android
15200,A,Mobile,Android,Browser,Chrome,18.0.1025.166,1080,2340,2,2,3,0,2,1,0,0,0,Chrome,Android
15201,A,Mobile,Android,Browser,Chrome,117,920,1939,1,1,3,1,2,0,1,0,0,Chrome,Android
15202,A,Mobile,Android,Browser Webview,Chrome Webview,87.0.4280.101,720,1544,1,1,3,2,0,2,0,0,0,Chrome Webview,Android
15203,B,Mobile,Android,Browser,Chrome,80.0.3987.99,1080,2313,2,2,3,0,1,0,1,0,0,Chrome,Android
15204,A,Desktop,Windows NT,Browser,Chrome,116,1800,1200,1,1,3,0,0,1,2,1,1,Chrome,Windows NT
15205,B,Mobile,Mac OS,Browser,Safari,17.0,1620,2160,3,3,3,0,0,0,0,0,0,Safari,Mac OS
15206,B,Desktop,Linux,Browser,Chrome,117,1349,2982,1,1,3,0,1,0,2,0,0,Chrome,Linux
15207,A,Mobile,Android,Browser,Chrome,85.0.4183.101,1080,2244,1,2,3,1,1,0,1,0,0,Chrome,Android
15208,B,Desktop,Mac OS,Browser,Safari,17.0,2732,1900,2,2,3,0,0,0,0,1,0,Safari,Mac OS
15209,B,Mobile,Android,Browser,Chrome,100.0.4896.79,720,1601,1,1,3,0,0,1,1,0,0,Chrome,Android
15210,A,Desktop,Windows NT,Browser,Chrome,117,1440,3440,2,2,3,2,1,0,1,0,0,Chrome,Windows NT
15211,A,Mobile,Android,Browser,Chrome,97.0.4692.98,480,960,2,2,3,1,0,0,3,0,0,Chrome,Android
15212,B,Mobile,Mac OS,Browser,Safari,15.3,1536,2048,3,3,3,0,0,0,0,0,0,Safari,Mac OS
15213,A,Mobile,Android,Browser,Chrome,115.0.5790.138,720,1600,1,1,3,0,1,1,0,0,0,Chrome,Android
15214,A,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,2317,1081,3,3,3,0,0,1,2,0,0,Chrome Webview,Android
15215,B,Mobile,Android,Browser,Chrome,116,801,1281,2,2,3,0,0,0,1,0,0,Chrome,Android
15216,B,Mobile,Android,Browser,Chrome,98.0.4758.101,1081,2341,2,2,3,0,1,0,1,0,0,Chrome,Android
15217,A,Mobile,Android,Browser Webview,Chrome Webview,111.0.5563.116,1080,2389,3,3,3,1,0,1,1,0,0,Chrome Webview,Android
15218,B,Mobile,Android,Browser,Mi Browser,12.9.4-go,1440,720,1,1,3,0,0,0,1,0,0,Other,Android
15219,B,Desktop,Windows NT,Browser,Chrome,117,3780,2160,1,1,3,0,0,1,2,0,0,Chrome,Windows NT
15220,A,Desktop,Windows NT,Browser,Chrome,115,5120,1440,1,1,3,2,2,1,0,0,0,Chrome,Windows NT
15221,A,Mobile,Android,Browser,Chrome,90.0.4430.210,480,960,3,3,3,2,0,0,2,0,0,Chrome,Android
15222,A,Desktop,Mac OS,Browser,Safari,17.1,1668,2224,1,1,3,0,0,0,0,0,0,Safari,Mac OS
15223,A,Tablet,Android,Browser,Chrome,117,2800,2000,2,2,3,2,3,0,0,0,0,Chrome,Android
15224,B,Desktop,Windows NT,Browser,Edge,105,1920,1200,1,1,3,0,0,1,1,0,0,Edge,Windows NT
15225,A,Desktop,Chrome OS,Browser,Chrome,117,1919,1199,1,2,3,0,0,0,0,0,0,Chrome,Other
15226,B,Desktop,Windows NT,Browser,Chrome,117,1079,1727,1,1,3,0,1,1,1,1,1,Chrome,Windows NT
15227,A,Tablet,FireOS,Browser Webview,Chrome Webview,114.0.5735.220,600,1024,3,3,3,0,0,1,1,0,0,Chrome Webview,Other
15228,A,Mobile,Android,Browser,Chrome,117,240,480,1,1,3,1,0,0,1,0,0,Chrome,Android
15229,A,Mobile,Android,Browser,Chrome,86.0.4240.198,1081,1920,1,2,3,1,1,0,1,0,0,Chrome,Android
15230,A,Mobile,Android,Browser,Mi Browser,13.6.2-go,1080,2161,2,2,3,0,0,2,0,0,0,Other,Android
15231,A,Tablet,iOS,Browser,Safari,16.1,1536,2048,1,1,3,2,0,0,0,0,0,Safari,iOS
15232,B,Mobile,Android,Browser,Firefox,117.0,1080,2316,1,1,3,0,0,0,0,0,0,Firefox,Android
15233,A,Desktop,Mac OS,Browser,AppleWebKit,605.1.15,4480,2520,2,2,3,1,0,0,0,0,0,Other,Mac OS
15234,B,Mobile,Android,Browser Webview,Chrome Webview,79.0.3945.116,1080,2160,1,1,3,0,1,1,0,0,0,Chrome Webview,Android
15235,B,Desktop,Mac OS,Browser,Chrome,111,3440,1440,1,1,3,0,3,0,0,0,0,Chrome,Mac OS
15236,A,Mobile,Android,Browser,Yandex Browser,23.9.2.80.00,1081,2281,1,1,3,2,2,1,0,0,0,Other,Android
15237,B,Tablet,iOS,Browser,Safari,16.1,1640,2360,1,1,3,0,0,0,0,0,0,Safari,iOS
15238,A,Desktop,Windows NT,Browser,Edge,95.0.1020.30,1366,768,1,1,3,1,1,1,1,1,1,Edge,Windows NT
15239,B,Mobile,Android,Browser,Chrome,115,1442,2880,1,2,3,0,1,1,0,0,0,Chrome,Android
15240,B,Desktop,Windows NT,Browser,Chrome,101,2560,1440,1,1,3,0,0,0,0,0,0,Chrome,Windows NT
15241,B,Desktop,Mac OS,Browser,Chrome,108,2160,1350,1,2,3,0,3,0,0,0,0,Chrome,Mac OS
15242,B,Desktop,Chrome OS,Browser,Chrome,112,1365,767,2,2,3,0,1,0,2,0,0,Chrome,Other
15243,A,Mobile,Android,Browser Webview,Chrome Webview,115.0.5790.138,720,1440,2,2,3,0,1,0,0,0,0,Chrome Webview,Android
15244,A,Tablet,iOS,Browser,Safari,17.0.1,750,1334,3,3,3,0,0,0,0,0,0,Safari,iOS
15245,A,Desktop,Mac OS,Browser,Chrome,116,2992,1934,2,2,3,1,2,1,0,0,0,Chrome,Mac OS
15246,A,Desktop,Windows NT,Browser,Chrome,107,1360,768,2,2,3,1,1,1,0,0,0,Chrome,Windows NT
15247,B,Desktop,Mac OS,Browser,Chrome,105,3840,2160,1,1,3,0,0,3,0,1,1,Chrome,Mac OS
15248,A,Tablet,Android,Browser,SamsungBrowser,22.0,720,1600,2,2,3,0,0,0,0,0,0,SamsungBrowser,Android
15249,A,Mobile,Android,Browser,Chrome,91.0.4472.120,721,1520,2,2,3,1,0,1,1,0,0,Chrome,Android
15250,B,Mobile,Android,Browser Webview,Chrome Webview,87.0.4280.141,720,1521,1,1,3,0,0,1,0,0,0,Chrome Webview,Android
15251,A,Mobile,Android,Browser Webview,Chrome Webview,99.0.4844.88,720,1602,3,3,3,0,0,0,2,0,0,Chrome Webview,Android
15252,A,Mobile,Android,Browser,SamsungBrowser,22.0,2220,1080,3,3,3,0,1,0,0,0,0,SamsungBrowser,Android
15253,A,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,1081,2094,1,1,3,0,2,0,1,0,0,Chrome Webview,Android
15254,B,Desktop,Linux,Browser,Firefox,115.0,1280,1024,1,1,3,0,0,0,0,0,0,Firefox,Linux
15255,B,Mobile,Android,Browser Webview,Chrome Webview,103.0.5060.70,1080,2400,3,3,3,0,2,0,1,0,0,Chrome Webview,Android
15256,A,Mobile,Android,Browser,Mi Browser,13.35.0-gn,1600,720,3,3,3,0,0,0,0,0,0,Other,Android
15257,A,Desktop,Windows NT,Browser,Chrome,114.0.5735.289,3840,2160,2,2,3,1,0,0,1,0,0,Chrome,Windows NT
15258,B,Desktop,Linux,Browser,Chrome,117,1081,2220,2,2,3,0,2,1,0,0,0,Chrome,Linux
15259,B,Desktop,Mac OS,Browser,Safari,17.0,1440,797,1,1,3,0,0,0,0,0,0,Safari,Mac OS
15260,A,Mobile,Android,Browser,Chrome,118,1080,2342,1,1,3,1,2,0,0,0,0,Chrome,Android
15261,A,Mobile,iOS,Browser,Chrome iOS,109.0.5414.112,640,1136,1,1,3,2,0,0,0,1,0,Chrome iOS,iOS
15262,B,Tablet,iOS,Browser,Chrome iOS,108.0.5359.112,1620,2160,1,1,3,0,0,0,0,0,0,Chrome iOS,iOS
15263,A,Desktop,Chrome OS,Browser,Chrome,116,1365,911,2,2,3,1,2,1,0,0,0,Chrome,Other
15264,A,Mobile,Android,Browser Webview,Chrome Webview,87.0.4280.141,1080,2342,3,3,3,0,1,2,0,0,0,Chrome Webview,Android
15265,B,Desktop,Windows NT,Browser,Firefox,117.0,2160,1440,1,1,3,0,0,0,0,0,0,Firefox,Windows NT
15266,A,Mobile,Android,Browser,Chrome,109,1081,2462,1,2,3,0,1,0,1,0,0,Chrome,Android
15267,A,Mobile,Android,Browser,Chrome,108,1080,2160,1,3,3,3,2,0,0,0,0,Chrome,Android
15268,B,Desktop,Mac OS,Browser,Chrome,116,2764,1787,1,1,3,0,0,0,0,0,0,Chrome,Mac OS
15269,A,Mobile,iOS,Browser,Chrome iOS,117.0.2045.33,1179,2556,1,1,3,1,0,0,0,0,0,Chrome iOS,iOS
15270,B,Desktop,Windows NT,Browser,Edge,117,1440,2560,3,3,3,0,1,1,0,0,0,Edge,Windows NT
15271,A,Mobile,Mac OS,Browser,Safari,15.6,1620,2160,3,3,3,0,0,0,0,0,0,Safari,Mac OS
15272,B,Mobile,Android,Browser Webview,Chrome Webview,112.0.5615.135,1081,2281,1,2,3,0,2,1,0,0,0,Chrome Webview,Android
15273,A,Desktop,Windows NT,Browser,Edge,117,3751,2500,1,1,3,0,0,1,2,0,0,Edge,Windows NT
15274,B,Mobile,Android,Browser,Chrome,90.0.4430.210,1080,2401,2,2,3,0,1,1,0,0,0,Chrome,Android
15275,B,Mobile,Linux,Browser,Chrome,116,1081,2402,2,3,3,0,1,1,1,0,0,Chrome,Linux
15276,B,Mobile,Android,Browser Webview,Chrome Webview,115.0.5790.138,720,1521,1,1,3,0,1,0,1,0,0,Chrome Webview,Android
15277,B,Mobile,Android,Browser Webview,Chrome Webview,91.0.4472.114,1080,2376,3,3,3,0,2,0,0,0,0,Chrome Webview,Android
15278,A,Desktop,Windows NT,Browser,Edge,118,1921,1081,1,1,3,3,1,1,0,0,0,Edge,Windows NT
15279,B,Mobile,iOS,Browser,Chrome iOS,116.0.5845.118,750,1624,1,1,3,0,0,0,0,0,0,Chrome iOS,iOS
15280,B,Mobile,Android,Browser Webview,Chrome Webview,114.0.0.0,1080,2317,3,3,3,0,2,0,1,0,0,Chrome Webview,Android
15281,A,Tablet,Android,Browser,Chrome,117,2562,1601,2,2,3,0,2,0,0,0,0,Chrome,Android
15282,B,Mobile,Android,Browser,Chrome,81.0.4044.111,1081,2340,1,1,3,0,1,1,0,0,0,Chrome,Android
15283,A,Mobile,Android,Browser Webview,Chrome Webview,103.0.5060.53,1080,2340,2,3,3,0,2,0,1,0,0,Chrome Webview,Android
15284,A,Desktop,Mac OS,Browser,Firefox,118.0,3420,2214,1,1,3,1,0,0,0,1,0,Firefox,Mac OS
15285,B,Mobile,Android,Browser Webview,Chrome Webview,93.0.4577.62,1440,3200,1,1,3,0,3,0,0,0,0,Chrome Webview,Android
15286,A,Mobile,iOS,Browser,Chrome iOS,107.0.5304.66,1242,2208,2,3,3,0,0,0,0,0,0,Chrome iOS,iOS
15287,B,Mobile,Android,Browser Webview,Chrome Webview,110.0.5481.65,720,1601,1,1,3,0,3,0,0,0,0,Chrome Webview,Android
15288,B,Desktop,Windows NT,Browser,Chrome,117,4098,2304,3,3,3,0,0,0,0,0,0,Chrome,Windows NT
15289,B,Mobile,Android,Browser Webview,Chrome Webview,87.0.4280.141,1080,2341,1,1,3,0,3,0,0,0,0,Chrome Webview,Android
15290,B,Mobile,Android,Browser,Chrome,109,1081,1921,3,3,3,0,1,0,1,0,0,Chrome,Android
15291,A,Desktop,Windows NT,Browser,Edge,117,2591,1727,1,3,3,2,2,0,0,0,0,Edge,Windows NT
15292,A,Mobile,Android,Browser,Chrome,112,2340,1080,2,2,3,1,1,0,1,0,0,Chrome,Android
15293,B,Mobile,Android,Browser Webview,Chrome Webview,105.0.5195.136,720,1640,1,1,3,0,2,1,0,0,0,Chrome Webview,Android
15294,A,Desktop,Mac OS,Browser,Chrome,108,3456,2234,2,2,3,1,3,0,0,0,0,Chrome,Mac OS
15295,B,Mobile,Android,Browser Webview,Chrome Webview,43.0.2357.65,1080,2410,1,1,3,0,2,0,0,0,0,Chrome Webview,Android
15296,A,Desktop,Mac OS,Browser,Safari,17.0,2646,1646,2,2,3,1,0,0,0,0,0,Safari,Mac OS
15297,B,Mobile,Android,Browser Webview,Chrome Webview,111.0.5563.116,1442,3090,3,3,3,0,1,1,1,0,0,Chrome Webview,Android
15298,A,Desktop,Windows NT,Browser,Edge,101.0.1210.47,1600,900,1,1,3,1,3,0,0,0,0,Edge,Windows NT
15299,A,Desktop,Windows NT,Browser,Firefox,118.0,4095,2160,2,2,3,0,0,0,0,0,0,Firefox,Windows NT
15300,A,Mobile,Android,Browser Webview,Chrome Webview,114.0.5735.196,840,2289,2,2,3,0,1,2,0,0,0,Chrome Webview,Android
15301,A,Mobile,Android,Browser,Chrome,112,1202,2640,3,3,3,0,3,0,0,0,0,Chrome,Android
15302,B,Mobile,Android,Browser Webview,Chrome Webview,69.0.3497.100,720,1480,1,2,3,0,0,0,0,0,0,Chrome Webview,Android
15303,A,Mobile,Android,Browser,SamsungBrowser,15.0,721,1520,1,1,3,0,0,0,2,0,0,SamsungBrowser,Android
15304,B,Desktop,Windows NT,Browser,Edge,101.0.1210.39,1920,1080,1,2,3,0,3,0,0,0,0,Edge,Windows NT
15305,A,Mobile,Android,Browser,Yandex Browser,23.5.4.97.00,720,1561,1,1,3,1,1,0,2,0,0,Other,Android
15306,A,Mobile,Mac OS,Browser,Safari,15.3,1536,2048,3,3,3,1,0,0,0,1,0,Safari,Mac OS
15307,A,Tablet,Android,Browser,Chrome,115,1921,1200,1,1,3,2,1,0,1,0,0,Chrome,Android
15308,B,Mobile,Android,Browser,Chrome,114,1243,2487,1,1,3,0,1,0,1,0,0,Chrome,Android
15309,B,Mobile,Android,Browser,Chrome,111,1442,3216,2,2,3,0,1,0,1,0,0,Chrome,Android
15310,B,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,673,1494,3,3,3,0,0,0,2,0,0,Chrome Webview,Android
15311,A,Desktop,Mac OS,Browser,Safari,16.1,2560,1664,2,2,3,1,0,0,0,0,0,Safari,Mac OS
15312,B,Desktop,Mac OS,Browser,Safari,15.0,3840,2400,1,1,3,0,0,0,0,0,0,Safari,Mac OS
15313,B,Tablet,Android,Browser,Chrome,116,800,1281,3,3,3,0,1,0,2,0,0,Chrome,Android
15314,B,Desktop,Mac OS,Browser,Opera,102.0.0.0,2303,1439,1,2,3,0,0,0,0,0,0,Other,Mac OS
15315,B,Desktop,Chrome OS,Browser,Chrome,107,1366,768,2,2,3,0,1,2,0,0,0,Chrome,Other
15316,A,Mobile,Android,Browser,Chrome,106,1080,2161,2,3,3,0,0,0,1,0,0,Chrome,Android
15317,A,Mobile,Android,Browser,Chrome,117,2161,4438,1,2,3,3,0,0,0,0,0,Chrome,Android
15318,B,Desktop,Windows NT,Browser,Opera,102.0.0.0,2256,1504,2,2,3,0,1,1,1,0,0,Other,Windows NT
15319,A,Mobile,Android,Browser Webview,Chrome Webview,99.0.4844.73,1080,2400,3,3,3,0,2,1,0,0,0,Chrome Webview,Android
15320,A,Mobile,Android,Browser Webview,Chrome Webview,115.0.5790.138,1442,3202,1,2,3,2,2,0,0,0,0,Chrome Webview,Android
15321,A,Tablet,Android,Browser,Chrome,106,1200,2001,2,2,3,1,2,0,1,0,0,Chrome,Android
15322,B,Mobile,Android,Browser Webview,Chrome Webview,102.0.5005.125,1080,2281,2,2,3,0,1,1,0,0,0,Chrome Webview,Android
15323,B,Mobile,Mac OS,Browser,Safari,16.2,1620,2160,3,3,3,0,0,0,0,0,0,Safari,Mac OS
15324,B,Mobile,Android,Browser,Edge,116,1080,2310,1,1,3,0,2,0,0,0,0,Edge,Android
15325,A,Desktop,Mac OS,Browser,Safari,16.3,2294,1490,2,3,3,2,0,0,0,0,0,Safari,Mac OS
15326,B,Mobile,Android,Browser,Chrome,117,1187,2903,2,3,3,0,2,0,0,0,0,Chrome,Android
15327,B,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,2317,1081,3,3,3,0,2,0,1,0,0,Chrome Webview,Android
15328,B,Desktop,Mac OS,Browser,Safari,17.0.1,2160,1400,1,1,3,0,0,0,0,0,0,Safari,Mac OS
15329,B,Mobile,Android,Browser,Chrome,87.0.4280.101,1080,1920,2,2,3,0,1,0,1,0,0,Chrome,Android
15330,B,Mobile,Android,Browser,Chrome,91.0.4472.88,1080,1800,1,2,3,0,0,2,0,0,0,Chrome,Android
15331,B,Mobile,Android,Browser Webview,Chrome Webview,110.0.5481.65,1081,2340,1,1,3,0,0,2,0,0,0,Chrome Webview,Android
15332,A,Mobile,Android,Browser,Chrome,117,1176,2400,2,2,3,1,3,0,0,0,0,Chrome,Android
15333,B,Desktop,Mac OS,Browser,Edge,115,2880,1800,2,2,3,0,3,0,0,0,0,Edge,Mac OS
15334,B,Desktop,Mac OS,Browser,Safari,15.4,3584,2240,2,2,3,0,0,0,0,0,0,Safari,Mac OS
15335,A,Desktop,Windows NT,Browser,Chrome,117,5040,3150,3,3,3,0,0,1,0,0,0,Chrome,Windows NT
15336,B,Mobile,Android,Browser,Chrome,62.0.3202.84,720,1600,1,1,3,0,1,0,0,0,0,Chrome,Android
15337,A,Mobile,iOS,Browser,Chrome iOS,112.0.5615.69,1170,2532,1,1,3,0,0,0,0,0,0,Chrome iOS,iOS
15338,A,Mobile,Android,Browser Webview,Chrome Webview,116.0.0.0,1082,2400,3,3,3,0,2,1,0,1,0,Chrome Webview,Android
15339,B,Mobile,Android,Browser,Huawei Browser,14.0.0.322,1080,2376,1,1,3,0,0,0,2,0,0,Other,Android
15340,B,Mobile,Android,Browser Webview,Chrome Webview,113.0.5672.162,1080,2376,3,3,3,0,2,1,0,0,0,Chrome Webview,Android
15341,B,Mobile,iOS,Browser,Safari,14.0,1242,2208,2,2,3,0,0,0,0,0,0,Safari,iOS
15342,A,Mobile,Android,Browser Webview,Chrome Webview,100.0.4896.127,721,1601,3,3,3,0,1,1,0,0,0,Chrome Webview,Android
15343,A,Mobile,Android,Browser,Chrome,107,1081,2160,1,1,3,0,0,1,2,0,0,Chrome,Android
15344,A,Mobile,Android,Browser,Chrome,113,1080,2316,1,1,3,0,0,2,1,0,0,Chrome,Android
15345,A,Mobile,Android,Browser,Chrome,90.0.4430.66,720,1440,1,1,3,0,0,0,2,0,0,Chrome,Android
15346,B,Mobile,Android,Browser,Chrome,98.0.4758.101,720,1560,2,2,3,0,0,1,0,0,0,Chrome,Android
15347,A,Mobile,Android,Browser,SamsungBrowser,22.0,2160,4800,1,1,3,1,2,1,0,1,0,SamsungBrowser,Android
15348,B,Mobile,Android,Browser Webview,Chrome Webview,114.0.5735.196,721,1641,1,2,3,0,2,0,1,0,0,Chrome Webview,Android
15349,B,Desktop,Mac OS,Browser,Chrome,109,4480,2520,2,2,3,0,1,1,1,0,0,Chrome,Mac OS
15350,B,Desktop,Mac OS,Browser,Chrome,120,2560,1440,1,1,3,0,1,0,0,0,0,Chrome,Mac OS
15351,A,Mobile,Android,Browser,Chrome,116,1243,2772,1,1,3,0,1,0,0,0,0,Chrome,Android
15352,B,Mobile,iOS,Browser,Chrome iOS,87.0.4280.77,1242,2208,2,2,3,0,0,0,0,0,0,Chrome iOS,iOS
15353,A,Mobile,Android,Browser,SamsungBrowser,8.2,1220,1280,3,3,3,0,1,0,2,0,0,SamsungBrowser,Android
15354,A,Desktop,Windows NT,Browser,Chrome,117,1824,892,2,3,3,0,2,0,1,0,0,Chrome,Windows NT
15355,B,Mobile,Android,Browser,Chrome,117,582,1294,1,1,3,0,0,0,3,0,0,Chrome,Android
15356,A,Desktop,Windows NT,Browser,AVG,115.0.21984.172,1366,768,1,1,3,1,1,0,2,0,0,Other,Windows NT
15357,A,Desktop,Mac OS,Browser,AppleWebKit,605.1.15,1920,1080,2,2,3,2,0,0,0,0,0,Other,Mac OS
15358,B,Desktop,Mac OS,Browser,Safari,14.0.1,1440,900,3,3,3,0,0,0,0,0,0,Safari,Mac OS
15359,B,Tablet,iOS,Browser,Chrome iOS,114.0.5735.99,1668,2388,1,1,3,0,0,0,0,0,0,Chrome iOS,iOS
15360,A,Mobile,Android,Browser,Chrome,116,1243,2734,1,1,3,2,2,1,0,1,0,Chrome,Android
15361,A,Mobile,Android,Browser,Chrome,116,1082,2460,2,3,3,2,2,1,0,0,0,Chrome,Android
15362,B,Mobile,Android,Browser Webview,Chrome Webview,114.0.5735.131,720,1520,3,3,3,0,2,0,0,0,0,Chrome Webview,Android
15363,B,Mobile,Android,Browser Webview,Chrome Webview,94.0.4606.85,1080,2282,1,1,3,0,0,0,1,0,0,Chrome Webview,Android
15364,B,Desktop,Windows NT,Browser,Chrome,116,3841,2160,2,2,3,0,1,0,0,0,0,Chrome,Windows NT
15365,B,Mobile,Android,Browser,Chrome,88.0.4324.152,720,1280,1,1,3,0,1,1,1,0,0,Chrome,Android
15366,A,Mobile,Android,Browser,Chrome,88.0.4324.181,720,1280,1,1,3,1,0,2,1,0,0,Chrome,Android
15367,B,Desktop,Mac OS,Browser,Chrome,100.0.4896.88,2880,1800,2,2,3,0,3,0,0,0,0,Chrome,Mac OS
15368,A,Mobile,Mac OS,Browser,Safari,15.5,1536,2048,2,2,3,0,0,0,0,0,0,Safari,Mac OS
15369,B,Mobile,Android,Browser,Chrome,114,1442,2882,2,3,3,0,1,0,1,0,0,Chrome,Android
15370,B,Desktop,Windows NT,Browser,Firefox,102.0,1280,1024,1,1,3,0,0,0,0,0,0,Firefox,Windows NT
15371,A,Mobile,Android,Browser,Chrome,80.0.3987.99,1081,2401,2,2,3,0,0,1,1,0,0,Chrome,Android
15372,A,Mobile,Android,Browser Webview,Chrome Webview,111.0.5563.116,720,1520,3,3,3,0,0,0,1,0,0,Chrome Webview,Android
15373,A,Mobile,Android,Browser Webview,Chrome Webview,112.0.5615.135,1080,2376,2,3,3,2,1,2,0,0,0,Chrome Webview,Android
15374,A,Mobile,Android,Browser,Chrome,92.0.4515.131,721,1520,1,1,3,1,0,0,2,0,0,Chrome,Android
15375,A,Desktop,Windows NT,Browser,Chrome,114,2560,2880,1,1,3,1,0,0,3,0,0,Chrome,Windows NT
15376,B,Desktop,Mac OS,Browser,Chrome,117,2565,1660,1,1,3,0,3,0,0,0,0,Chrome,Mac OS
15377,A,Mobile,Android,Browser Webview,Chrome Webview,107.0.5304.91,720,1544,1,2,3,0,1,1,0,0,0,Chrome Webview,Android
15378,A,Desktop,Windows NT,Browser,Chrome,86.0.4240.198,2560,1600,2,2,3,1,1,2,0,0,0,Chrome,Windows NT
15379,A,Mobile,Android,Browser,Chrome,84.0.4147.89,1081,2160,1,1,3,2,1,1,0,0,0,Chrome,Android
15380,B,Desktop,Windows NT,Browser,Chrome,117,1440,2561,1,1,3,0,2,0,0,0,0,Chrome,Windows NT
15381,B,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,2403,1080,3,3,3,0,0,1,2,0,1,Chrome Webview,Android
15382,B,Desktop,Windows NT,Browser,Firefox,112.0,1920,1080,3,3,3,1,0,0,0,0,0,Firefox,Windows NT
15383,A,Desktop,Windows NT,Browser,Opera,103.0.0.0,1550,1080,1,1,3,2,2,1,0,0,0,Other,Windows NT
15384,A,Mobile,Android,Browser,Chrome,100.0.4896.88,1081,2281,1,1,3,2,3,0,0,1,0,Chrome,Android
15385,A,Mobile,Android,Browser,Edge,117,1081,2340,2,3,3,3,0,1,0,0,0,Edge,Android
15386,B,Desktop,Windows NT,Browser,Edge,116,2113,1188,1,1,3,0,1,0,2,0,0,Edge,Windows NT
15387,B,Mobile,Android,Browser,Edge,114,1080,2340,2,2,3,0,1,0,2,0,0,Edge,Android
15388,B,Mobile,iOS,Browser,Yandex Browser,23.9.5.359.10,1170,2532,2,2,3,0,0,0,0,0,0,Other,iOS
15389,B,Mobile,Android,Browser Webview,Chrome Webview,106.0.5249.126,1081,2281,2,2,3,0,1,0,2,0,0,Chrome Webview,Android
15390,A,Mobile,Android,Browser,Chrome,117,649,1440,3,3,3,0,3,0,0,0,0,Chrome,Android
15391,B,Desktop,Mac OS,Browser,Safari,15.3,4096,2304,1,2,3,0,0,0,0,0,0,Safari,Mac OS
15392,B,Mobile,Android,Browser,Chrome,103,721,1440,1,3,3,0,1,0,1,0,0,Chrome,Android
15393,B,Mobile,Android,Browser,Chrome,106,1080,2406,2,3,3,0,0,1,1,0,0,Chrome,Android
